obdb_id,name,brewery_type,street,address_2,address_3,city,state,county_province,postal_code,website_url,phone,created_at,updated_at,country,longitude,latitude,tags
prison-city-brewing-auburn,Prison City Brewing,brewpub,28 State St,,,Auburn,New York,,13021-3625,http://www.prisoncitybrewing.com,9177272477,7/24/2018,8/24/2018,United States,-76.5682427,42.9317672,
brick-mortar-brewing-company-suffolk,Brick & Mortar Brewing Company,micro,212 E Washington St,,,Suffolk,Virginia,,23434-4514,,7575331173,7/24/2018,7/24/2018,United States,-76.57994305,36.72740683,
peabody-heights-brewery-baltimore,Peabody Heights Brewery,micro,401 E 30th St,,,Baltimore,Maryland,,21218-3935,http://www.peabodyheightsbrewery.com,4104677837,7/24/2018,8/24/2018,United States,-76.61041505,39.32410525,
moo-duck-brewery-elizabethtown,Moo-Duck Brewery,brewpub,79 S Wilson Ave,,,Elizabethtown,Pennsylvania,,17022-2166,http://www.mooduckbrewery.com,,7/24/2018,8/24/2018,United States,-76.61161117,40.1473526,
brew-house-no-16-baltimore,Brew House No 16,brewpub,831 N Calvert St,,,Baltimore,Maryland,,21202-3705,http://www.brewhouseno16.com,4106594084,7/24/2018,8/24/2018,United States,-76.61271192,39.29963095,
the-brewer-s-art-old-line-brewery-llc-baltimore,The Brewer's Art / Old Line Brewery LLC,brewpub,1106 N Charles St,,,Baltimore,Maryland,,21201-5557,http://www.thebrewersart.com,,7/24/2018,8/24/2018,United States,-76.6146068,39.303716,
old-forge-brewing-co-danville-2,Old Forge Brewing Co,brewpub,532 Mill St,,,Danville,Pennsylvania,,17821-1015,http://www.oldforgebrewingcompany.com,5702758151,7/24/2018,8/24/2018,United States,-76.61600763,40.96547999,
pratt-street-ale-house-baltimore,Pratt Street Ale House,brewpub,206 W Pratt St,,,Baltimore,Maryland,,21201-2426,http://www.oliverales.com,4102448900,7/24/2018,8/24/2018,United States,-76.61815436,39.28659055,
rock-god-brewing-company-danville,Rock God Brewing Company,micro,459 Rooney Ave,,,Danville,Pennsylvania,,17821-1897,http://rockgodbeer.com,5702844096,7/24/2018,8/24/2018,United States,-76.618447,40.962031,
checkerspot-brewing-company-baltimore,Checkerspot Brewing Company,brewpub,175 W Ostend St,,,Baltimore,Maryland,,21230,http://www.checkerspotbrewing.com,4105915527,7/24/2018,8/24/2018,United States,-76.6195028,39.2749156,
dempsey-s-brew-pub-and-restaurant-baltimore-baltimore,Dempsey's Brew Pub and Restaurant - Baltimore,brewpub,333 W Camden St,,,Baltimore,Maryland,,21201,http://www.dempseysbaltimore.com,4108437901,7/24/2018,8/24/2018,United States,-76.62013833,39.28518467,
diversion-brewing-co-chemung,Diversion Brewing Co,micro,729 Wyncoop Creek Rd,,,Chemung,New York,,14825-9755,http://www.diversionbrewing.com,6075429168,7/24/2018,8/24/2018,United States,-76.62211,42.019871,
wharf-hill-brewing-smithfield,Wharf Hill Brewing,brewpub,25 Main St,,,Smithfield,Virginia,,23430-1320,http://www.wharfhillbrewing.com,7573577100,7/24/2018,7/24/2018,United States,-76.63061077,36.98242438,
suspended-brewing-co-baltimore,Suspended Brewing Co,micro,912 Washington Blvd,,,Baltimore,Maryland,,21230-2318,http://www.suspendedbrewing.com,3016466359,7/24/2018,8/24/2018,United States,-76.63148921,39.2831169,
wyndridge-farm-brewing-dallastown,Wyndridge Farm Brewing,brewpub,885 S Pleasant Ave,,,Dallastown,Pennsylvania,,17313-9650,http://www.wyndridge.com,7172449900,7/24/2018,8/24/2018,United States,-76.644864,39.893878,
mill-whistle-brewing-beaufort,Mill Whistle Brewing,micro,1354 Lennoxville Rd,,,Beaufort,North Carolina,,28616,,,7/24/2018,8/24/2018,United States,-76.65042934,34.71738799,
felicia-s-atomic-brewhouse-and-bakery-trumansburg,Felicia's Atomic Brewhouse and Bakery,brewpub,45 E Main St,,,Trumansburg,New York,,14886,http://www.atomicbrewhouse.com,6072094229,7/24/2018,8/24/2018,United States,-76.65512,42.539886,
mexitaly-brick-oven-brewhouse-york,Mexitaly Brick Oven Brewhouse,brewpub,2440 E Market St,,,York,Pennsylvania,,17402-2409,http://www.mexitaly.com,7176008226,7/24/2018,8/24/2018,United States,-76.6781639,39.9735865,
anheuser-busch-inc-williamsburg-williamsburg,Anheuser-Busch Inc ̢���� Williamsburg,large,7801 Pocahontas Trl,,,Williamsburg,Virginia,,23185-6302,http://www.anheuser-busch.com,7572533600,7/24/2018,7/24/2018,United States,-76.6798988,37.2652889,
new-village-brewery-and-taproom-oriental,New Village Brewery and Taproom,micro,702 Broad St,,,Oriental,North Carolina,,28571-9778,http://www.newvillagebrewery.com,2522496132,7/24/2018,8/24/2018,United States,-76.69472257,35.02921067,
crooked-crab-brewing-company-odenton,Crooked Crab Brewing Company,micro,8251 Telegraph Rd,,,Odenton,Maryland,,21113,http://www.cookedcrabbrewing.com,4435699187,7/24/2018,8/24/2018,United States,-76.69482405,39.09729159,
chesepiooc-real-ale-brewery-crofton,Chesepiooc Real Ale Brewery,micro,2408 Crofton Blvd,,,Crofton,Maryland,,21114,http://www.brewcrab.com,4106301579,7/24/2018,8/24/2018,United States,-76.69804666,39.01687169,
guinness-open-gate-brewery-and-barrel-house-halethorpe,Guinness Open Gate Brewery and Barrel House,large,5001 Washington Blvd,,,Halethorpe,Maryland,,21227-5000,,9022663839,7/24/2018,8/24/2018,United States,-76.69843865,39.222265,
precarious-beer-project-williamsburg,Precarious Beer Project,micro,521 Prince George St,,,Williamsburg,Virginia,,23185-3621,http://www.theamberox.com,6166388866,7/24/2018,7/24/2018,United States,-76.70845653,37.27279075,
crystal-coast-brewing-company-llc-morehead-city,Crystal Coast Brewing Company LLC,micro,702 Arendell St,,,Morehead City,North Carolina,,28557-4234,http://www.CrystalCoastBrewingCompany.com,7044513618,7/24/2018,8/24/2018,United States,-76.71137408,34.72105219,
tight-lines-pub-morehead-city,Tight Lines Pub,brewpub,709 Arendell St,,,Morehead City,North Carolina,,28557-4214,http://www.tightlinesbrewing.com,2527730641,7/24/2018,8/24/2018,United States,-76.71168962,34.72107454,
billsburg-brewery-williamsburg,Billsburg Brewery,micro,2054 Jamestown Rd,,,Williamsburg,Virginia,,23185-7911,http://www.billsburg.com,,7/24/2018,7/24/2018,United States,-76.7129558,37.2682365,
lydian-stone-brewery-york-haven,Lydian Stone Brewery,micro,685 York Haven Rd,,,York Haven,Pennsylvania,,17370-9006,http://www.lydianstonebrewing.com,7173846055,7/24/2018,8/24/2018,United States,-76.7157289,40.0944263,
collusion-tap-works-york,Collusion Tap Works,brewpub,105 S Howard St,,,York,Pennsylvania,,17401-2001,http://www.collusiontapworks.com,7178488400,7/24/2018,8/24/2018,United States,-76.72393735,39.9618357,
bandwagon-brewery-interlaken,Bandwagon Brewery,micro,3582 West Ave,,,Interlaken,New York,,14847,http://www.bandwagonbeer.com,6072295608,7/24/2018,8/24/2018,United States,-76.7278241,42.61661956,
mudhook-brewing-co-york,Mudhook Brewing Co,brewpub,34 N Cherry Ln,,,York,Pennsylvania,,17401-5306,http://www.mudhookbrewing.com,7177473605,7/24/2018,8/24/2018,United States,-76.72935297,39.96311069,
tattered-flag-brewery-middletown,Tattered Flag Brewery,brewpub,1 S Union St,,,Middletown,Pennsylvania,,17057-1446,http://www.tatteredflagbsw.com,7176168799,7/24/2018,8/24/2018,United States,-76.731309,40.194934,
liquid-hero-brewery-york,Liquid Hero Brewery,micro,50 E North St,,,York,Pennsylvania,,17401-2421,http://www.liquidhero.com,7178149250,7/24/2018,8/24/2018,United States,-76.74375254,39.95854203,
crystal-ball-brewing-york,Crystal Ball Brewing,micro,1612 W King St,,,York,Pennsylvania,,17404-5618,http://www.crystalballbrewing.com,,7/24/2018,8/24/2018,United States,-76.76273652,39.94891984,
ellicott-mills-brewing-co-ellicott-city,Ellicott Mills Brewing Co,brewpub,8308 Main St,,,Ellicott City,Maryland,,21043-4601,http://www.ellicottmillsbrewing.com,4103138141,7/24/2018,8/24/2018,United States,-76.79944314,39.2681041,
black-flag-brewing-company-columbia,Black Flag Brewing Company,micro,9315 Snowden River Pkwy,,,Columbia,Maryland,,21046-2091,http://www.blackflagbrewingco.com,4438645139,7/24/2018,8/24/2018,United States,-76.810364,39.192524,
lost-kingdom-brewery-firehouse-distillery-ovid,Lost Kingdom Brewery / Firehouse Distillery,micro,7160 Main St,,,Ovid,New York,,14521-9401,http://www.firehousedistillery.net,6074034020,7/24/2018,8/24/2018,United States,-76.82281329,42.67724221,
frisco-tap-house-push-brewery-columbia,Frisco Tap House & Push Brewery,brewpub,6695 Dobbin Rd,,,Columbia,Maryland,,21045-4755,http://www.friscogrille.com,4103124907,7/24/2018,8/24/2018,United States,-76.8252248,39.1860574,
heavily-brewing-company-montour-falls,Heavily Brewing Company,micro,2471 Hayes Rd,,,Montour Falls,New York,,14865,http://www.heavilybrewingcompany.com,6075352739,7/24/2018,8/24/2018,United States,-76.82625029,42.35452911,
montross-brewery-montross,Montross Brewery,micro,15381 Kings Hwy,,,Montross,Virginia,,22520-2746,http://www.montrossbrewery.com,8044527394,7/24/2018,7/24/2018,United States,-76.83216539,38.09269187,
shortway-brewing-company-newport,Shortway Brewing Company,micro,230 Chatham Street,,,Newport,North Carolina,,28570,http://www.shortwaybrewing.com,2527773065,7/24/2018,8/24/2018,United States,-76.85945669,34.78998841,
selins-grove-brewing-co-selinsgrove,Selins Grove Brewing Co,brewpub,119 N Market St,,,Selinsgrove,Pennsylvania,,17870-1905,http://www.selinsgrovebrewing.com,5703747308,7/24/2018,8/24/2018,United States,-76.86152979,40.80056952,
boneshire-brew-works-harrisburg,Boneshire Brew Works,micro,7462 Derry St,,,Harrisburg,Pennsylvania,,17111-5228,http://www.boneshire.com,7174127814,7/24/2018,8/24/2018,United States,-76.8712077,40.2633825,
seneca-lodge-craft-brewing-at-seneca-lodge-watkins-glen,Seneca Lodge Craft Brewing At Seneca Lodge,brewpub,3600 Walnut Rd,,,Watkins Glen,New York,,14891-0272,http://www.senecalodge.com,6075352014,7/24/2018,8/24/2018,United States,-76.873392,42.369461,
roosterfish-brewing-co-watkins-glen,Roosterfish Brewing Co.,brewpub,301 N Franklin St,,,Watkins Glen,New York,,14891-1202,http://www.roosterfishbrewing.com,6075359797,7/24/2018,8/24/2018,United States,-76.87362,42.38063,
appalachian-brewing-co-harrisburg-harrisburg,Appalachian Brewing Co - Harrisburg,brewpub,50 N Cameron St,,,Harrisburg,Pennsylvania,,17101-2407,http://www.abcbrew.com,7172211080,7/24/2018,8/24/2018,United States,-76.8816961,40.291059,
the-millworks-brewery-harrisburg,The Millworks Brewery,brewpub,340 Verbeke St,,,Harrisburg,Pennsylvania,,17102-2052,http://www.millworksharrisburg.com,7176954888,7/24/2018,8/24/2018,United States,-76.8874206,40.270538,
the-vegetable-hunter-harrisburg,The Vegetable Hunter,brewpub,614 N 2nd St,,,Harrisburg,Pennsylvania,,17101-1001,http://www.TheVegetableHunter.com,7176956229,7/24/2018,8/24/2018,United States,-76.8881545,40.2638045,
zeroday-brewing-company-harrisburg,Zeroday Brewing Company,brewpub,250 Reily St Ste 103,,,Harrisburg,Pennsylvania,,17102-2550,http://www.zerodaybrewing.com,7177456218,7/24/2018,8/24/2018,United States,-76.8915931,40.2717061,
franklins-general-store-hyattsville,Franklins General Store,micro,5123 Baltimore Ave,,,Hyattsville,Maryland,,20781-2042,http://Franklinsbrewery.com,3019272740,7/24/2018,8/24/2018,United States,-76.94074114,38.95194399,
streetcar-82-brewing-co-hyattsville,Streetcar 82 Brewing Co.,micro,4824 Rhode Island Ave,,,Hyattsville,Maryland,,20781-2034,http://www.streetcar82brewing.com,2407820152,7/24/2018,8/24/2018,United States,-76.9430028,38.9493263,
aldus-brewing-company-hanover,Aldus Brewing Company,micro,555 Centennial Ave,,,Hanover,Pennsylvania,,17331-3936,http://www.aldusbrewing.com,7176342407,7/24/2018,8/24/2018,United States,-76.98030009,39.79422185,
lake-drum-brewing-geneva,Lake Drum Brewing,micro,16 E Castle St,,,Geneva,New York,,14456-2400,http://www.lakedrumbrewing.com,3157891200,7/24/2018,8/24/2018,United States,-76.98094035,42.8677738,
the-public-option-washington,The Public Option,brewpub,1601 Rhode Island Ave NE,,,Washington,District of Columbia,,20018-1841,http://www.thepublicoptiondc.com,2023975129,7/24/2018,8/24/2018,United States,-76.9817377,38.926148,
something-wicked-brewing-company-hanover,Something Wicked Brewing Company,brewpub,34 Broadway Ste 200,,,Hanover,Pennsylvania,,17331-3104,http://www.somethingwickedbrewing.com,7173165488,7/24/2018,8/24/2018,United States,-76.98291017,39.80048752,
quick-trigger-brewing-company-ahoskie,Quick Trigger Brewing Company,brewpub,118 Main St W,,,Ahoskie,North Carolina,,27910-3302,http://www.quicktriggerbrewing.com,2523326844,7/24/2018,8/24/2018,United States,-76.9863065,36.2857593,
warehouse-gourmet-bistro-brew-pub-hanover,Warehouse Gourmet Bistro & Brew Pub,micro,7 Pennsylvania Ave,,,Hanover,Pennsylvania,,17331-2432,http://www.warehousegourmet.net,7174519898,7/24/2018,8/24/2018,United States,-76.98976977,39.80232948,
right-proper-brewing-company-washington,Right Proper Brewing Company,micro,920 Girard St NE,,,Washington,District of Columbia,,20017-3424,http://www.rightproperbrewing.com,2026072337,7/24/2018,8/24/2018,United States,-76.99307078,38.9267988,
johanssons-dining-house-westminster,Johanssons Dining House,brewpub,4 W Main St,,,Westminster,Maryland,,21157-4816,http://www.johanssonsdininghouse.com,4108760101,7/24/2018,8/24/2018,United States,-76.9959315,39.5753896,
bluejacket-washington,Bluejacket,brewpub,300 Tingey St SE,,,Washington,District of Columbia,,20003-4625,http://www.bluejacketdc.com,,7/24/2018,8/24/2018,United States,-77.0006981,38.8750965,
boom-city-brewing-williamsport,Boom City Brewing,brewpub,317 Pine St,,,Williamsport,Pennsylvania,,17701-6509,http://www.boomcitybrewing.com,2722022956,7/24/2018,8/24/2018,United States,-77.00331232,41.24108564,
gordon-biersch-brewery-restaurant-navy-yard-washington,Gordon Biersch Brewery Restaurant - Navy  Yard,brewpub,100 M St SE,,,Washington,District of Columbia,,20003-3519,http://www.gordonbiersch.com/locations/navy-yard?action=view,2024842739,7/24/2018,8/24/2018,United States,-77.0052971,38.8766834,
hellbender-brewing-company-washington,Hellbender Brewing Company,micro,5788 2nd St NE,,,Washington,District of Columbia,,20011-2524,http://www.hellbenderbeer.com,2022301030,7/24/2018,8/24/2018,United States,-77.0053314,38.9603005,
bardo-brewpub-washington,Bardo Brewpub,micro,25 Potomac Ave SE,,,Washington,District of Columbia,,20003-3670,http://www.bardo.beer,7622337070,7/24/2018,8/24/2018,United States,-77.00658302,38.87165373,
capitol-city-brewing-co-washington,Capitol City Brewing Co,contract,2 Massachusetts Ave NE,,,Washington,District of Columbia,,20002-4945,http://www.capcitybrew.com,2028422337,7/24/2018,8/24/2018,United States,-77.0082686,38.8979293,
admerk-corp-inc-washington,AdMerk Corp. Inc.,contract,20 F St NW,,,Washington,District of Columbia,,20001-6700,http://www.paugustin.com,6172028069,7/24/2018,8/24/2018,United States,-77.0094205,38.89742205,
webe-brewing-company-geneva,WeBe Brewing Company,micro,796 Pre-Emption Road,,,Geneva,New York,,14456,http://www.WeBeBrewing.com,3153254834,7/24/2018,8/24/2018,United States,-77.01110326,42.86463714,
right-proper-brewing-company-washington-2,Right Proper Brewing Company,brewpub,624 T St NW,,,Washington,District of Columbia,,20001-5119,http://www.rightproperbrewery.com,2026072337,7/24/2018,8/24/2018,United States,-77.0213751,38.9154119,
district-chophouse-and-brewery-washington,District ChopHouse and Brewery,brewpub,509 7th St NW,,,Washington,District of Columbia,,20004-1600,http://www.districtchophouse.com,2023473434,7/24/2018,8/24/2018,United States,-77.0216694,38.8965132,
gordon-biersch-brewery-restaurant-washington-washington,Gordon Biersch Brewery Restaurant - Washington,brewpub,900 F St NW,,,Washington,District of Columbia,,20004-1404,http://www.gordonbiersch.com/locations/washington-dc?action=view,2027835454,7/24/2018,8/24/2018,United States,-77.0243479,38.8971375,
denizens-brewing-company-silver-spring,Denizens Brewing Company,brewpub,1115 E West Hwy,,,Silver Spring,Maryland,,20910-4852,http://www.denizensbrewingco.com,3015579818,7/24/2018,8/24/2018,United States,-77.02848142,38.98957715,
bullfrog-brewery-production-only-williamsport,Bullfrog Brewery - Production Only,micro,229 W 4th St,,,Williamsport,Pennsylvania,,17701-6112,,5703264700,7/24/2018,8/24/2018,United States,-77.051529,41.2399548,
bullfrog-brewery-williamsport,Bullfrog Brewery,brewpub,229 W 4th St,,,Williamsport,Pennsylvania,,17701-6112,http://www.bullfrogbrewery.com,5703264700,7/24/2018,8/24/2018,United States,-77.051529,41.2399548,
lidl-us-llc-arlington,Lidl US LLC,contract,3500 S Clark St,,,Arlington,Virginia,,22202-4045,,,7/24/2018,7/24/2018,United States,-77.051863,38.842856,
pub-dog-brewing-company-westminster,Pub Dog Brewing Company,micro,1203 New Windsor Rd,,,Westminster,Maryland,,21158-6704,http://www.pubdog.com,4108483993,7/24/2018,8/24/2018,United States,-77.05229796,39.55045197,
hops-grillhouse-and-brewery-alexandria,Hops Grillhouse and Brewery,contract,3625 Jefferson Davis Hwy,,,Alexandria,Virginia,,22305-3133,http://www.hopsrestaurants.com,7038379107,7/24/2018,7/24/2018,United States,-77.0523751,38.8399578,
riepstines-pub-williamsport,Riepstines Pub,brewpub,913 Arch St,,,Williamsport,Pennsylvania,,17701-5630,http://www.riepstinespub.com,5703292739,7/24/2018,8/24/2018,United States,-77.05299603,41.23997285,
liquid-shoes-brewing-corning,Liquid Shoes Brewing,micro,26 E Market St,,,Corning,New York,,14830,http://www.liquidshoesbrewing.com,6074639726,7/24/2018,8/24/2018,United States,-77.05301289,42.14306479,
lyonsmith-brewing-company-penn-yan,Lyonsmith Brewing Company,micro,138 Water St,,,Penn Yan,New York,,14527-1651,http://www.lyonsmithbrewing.com,3155365603,7/24/2018,8/24/2018,United States,-77.05463635,42.65899476,
iron-flamingo-brewery-corning,Iron Flamingo Brewery,micro,196 Baker St,,,Corning,New York,,14830-2074,http://www.ironflamingobrewery.com,6079364766,7/24/2018,8/24/2018,United States,-77.0564722,42.1551591,
crafty-ales-and-lagers-phelps,Crafty Ales and Lagers,micro,2 Exchange St,,,Phelps,New York,,14532-1010,http://www.drinkcraftyales.com,3153321606,7/24/2018,8/24/2018,United States,-77.056976,42.9579011,
market-street-brewing-co-corning,Market Street Brewing Co,brewpub,63 W Market St # 65,,,Corning,New York,,14830-2526,http://www.936-beer.com,6079362337,7/24/2018,8/24/2018,United States,-77.0571571,42.143984,
brookeville-beer-farm-brookeville,Brookeville Beer Farm,micro,20315 Georgia Ave,,,Brookeville,Maryland,,20833-1711,http://www.brookevillebeerfarm.com,3012601000,7/24/2018,8/24/2018,United States,-77.0579247,39.1780888,
carey-s-brew-house-corning,Carey's Brew House,brewpub,58 Bridge St,,,Corning,New York,,14830-2239,http://www.careysbrewhouse.com,6073775651,7/24/2018,8/24/2018,United States,-77.06089704,42.15025771,
yorkholo-brewing-co-mansfield,Yorkholo Brewing Co,brewpub,19 N Main St,,,Mansfield,Pennsylvania,,16933-1403,http://www.yorkholobrewing.com,5704045805,7/24/2018,8/24/2018,United States,-77.07838707,41.80758509,
new-district-brewing-company-arlington,New District Brewing Company,micro,2709 S Oakland St,,,Arlington,Virginia,,22206-2309,http://www.newdistrictbrewing.com,7038885820,7/24/2018,7/24/2018,United States,-77.08966299,38.84421984,
rock-bottom-brewery-bethesda-bethesda,Rock Bottom Brewery - Bethesda,brewpub,7900 Norfolk Ave,,,Bethesda,Maryland,,20814-2502,http://www.rockbottom.com,3016521311,7/24/2018,8/24/2018,United States,-77.0976716,38.9890033,
port-city-brewing-co-alexandria,Port City Brewing Co.,regional,3950 Wheeler Ave,,,Alexandria,Virginia,,22304-6409,http://www.portcitybrewing.com,7037972739,7/24/2018,7/24/2018,United States,-77.10149229,38.80803165,
saints-row-brewing-rockville,Saints Row Brewing,micro,1211 Taft St,,,Rockville,Maryland,,20850-1344,http://www.saintsrowbeer.com,,7/24/2018,8/24/2018,United States,-77.13401808,39.09361715,
true-respite-brewing-company-derwood,True Respite Brewing Company,micro,7301 Calhoun Pl Ste 600,,,Derwood,Maryland,,20855-2740,http://www.truerespite.com,3012848447,7/24/2018,8/24/2018,United States,-77.152035,39.108112,
audacious-aleworks-falls-church,Audacious Aleworks,micro,110 E Fairfax St,,,Falls Church,Virginia,,22046,,,7/24/2018,7/24/2018,United States,-77.17234359,38.88076482,
desperate-times-brewing-co-carlisle,Desperate Times Brewing Co,brewpub,1201 Carlisle Springs Rd,,,Carlisle,Pennsylvania,,17013-1554,http://www.desperatetimesbrewery.com,7177063192,7/24/2018,8/24/2018,United States,-77.187054,40.213096,
market-cross-pub-brewery-carlisle,Market Cross Pub & Brewery,micro,113 N Hanover St,,,Carlisle,Pennsylvania,,17013-2422,http://www.marketcrosspub.com,7172581234,7/24/2018,8/24/2018,United States,-77.18872886,40.20335743,
molly-pitcher-brewing-co-carlisle,Molly Pitcher Brewing Co,micro,10 E South St,,,Carlisle,Pennsylvania,,17013-3426,http://www.mollypitcher.com,7176090969,7/24/2018,8/24/2018,United States,-77.1890465,40.1982144,
greene-growlers-gaithersburg,Greene Growlers,brewpub,227 E Diamond Ave,,,Gaithersburg,Maryland,,20877,http://www.greenegrowlers.com,2402616196,7/24/2018,8/24/2018,United States,-77.19355584,39.1419364,
three-huskies-brewing-dobber-s-grill-canandaigua,Three Huskies Brewing & Dobber's Grill,brewpub,401 Lakeshore Dr,,,Canandaigua,New York,,14424-2338,http://www.threehuskiesbrewing.com,5852603530,7/24/2018,8/24/2018,United States,-77.251124,42.8723885,
twisted-rail-brewing-company-canandaigua,Twisted Rail Brewing Company,micro,169 Lakeshore Dr,,,Canandaigua,New York,,14424-2309,http://www.twistedrailbrewing.com,5853960683,7/24/2018,8/24/2018,United States,-77.262436,42.87507,
young-lion-brewing-co-canandaigua,Young Lion Brewing Co,micro,24 Lakeshore Dr,,,Canandaigua,New York,,14424-2333,http://www.younglionbrewing.com,5852034337,7/24/2018,8/24/2018,United States,-77.26938995,42.87560967,
caboose-brewing-co-vienna,Caboose Brewing Co.,brewpub,520 Mill St NE,,,Vienna,Virginia,,22180-4526,http://caboosebrewing.com,7034734870,7/24/2018,7/24/2018,United States,-77.2705542,38.9077525,
peacemaker-brewing-company-canandaigua,Peacemaker Brewing Company,micro,20 Pleasant St,,,Canandaigua,New York,,14424-2047,http://www.peacemakerbrewing.com,5853963561,7/24/2018,8/24/2018,United States,-77.27866055,42.88851165,
chubby-squirrel-brewing-company-fairfax,Chubby Squirrel Brewing Company,brewpub,10382 Willard Way,,,Fairfax,Virginia,,22030-2508,http://www.chubbysquirrelbrewing.com,5405588040,7/24/2018,7/24/2018,United States,-77.30201557,38.84818941,
water-s-end-brewery-lake-ridge,Water's End Brewery,micro,12425 Dillingham Sq,,,Lake Ridge,Virginia,,22192-5252,http://watersendbrewery.com,5409075689,7/24/2018,7/24/2018,United States,-77.31791007,38.68474967,
lake-anne-brew-house-reston,Lake Anne Brew House,micro,11424 Washington Plz W,,,Reston,Virginia,,20190-4310,http://www.lakeannebrewhouse.com,5717582739,7/24/2018,7/24/2018,United States,-77.3411707,38.9682812,
3rd-rock-brewing-company-trenton,3rd Rock Brewing Company,micro,134 Industrial Park Dr,,,Trenton,North Carolina,,28585-9593,http://www.3rockbrew.com,2526319213,7/24/2018,8/24/2018,United States,-77.36749285,35.06939877,
trollingwood-taproom-brewery-greenville,Trollingwood Taproom & Brewery,micro,707 Dickinson Ave,,,Greenville,North Carolina,,27834-3147,http://www.trollingwoodbrewery.com,2522106295,7/24/2018,8/24/2018,United States,-77.37544525,35.60994375,
pitt-street-brewing-company-greenville,Pitt Street Brewing Company,micro,630 S Pitt St,,,Greenville,North Carolina,,27834-3159,http://www.pittstreetbrewing.com,2522274151,7/24/2018,8/24/2018,United States,-77.37694822,35.6095883,
irish-mafia-brewing-co-bloomfield,Irish Mafia Brewing Co,brewpub,2971 Whalen Rd,,,Bloomfield,New York,,14469-9786,http://www.irishmafiabrewing.com,5852715172,7/24/2018,8/24/2018,United States,-77.38938696,42.89268134,
olde-mother-brewing-llc-frederick,"Olde Mother Brewing, LLC",micro,911 E Patrick St,,,Frederick,Maryland,,21701-3132,http://OldeMother.com,3016241700,7/24/2018,8/24/2018,United States,-77.3912138,39.40928,
monocacy-brewing-co-frederick,Monocacy Brewing Co,micro,1781 N Market St,,,Frederick,Maryland,,21701-4305,,3016310671,7/24/2018,8/24/2018,United States,-77.3989904,39.4403205,
barley-and-hops-grill-frederick,Barley and Hops Grill,brewpub,5473 Urbana Pike,,,Frederick,Maryland,,21704-7275,http://www.barleyandhops.net,3016685555,7/24/2018,8/24/2018,United States,-77.3995969,39.38204685,
trapezium-brewing-company-petersburg,Trapezium Brewing Company,brewpub,423 3rd St,,,Petersburg,Virginia,,23803-,http://www.trapeziumbrewing.com,8046775728,7/24/2018,7/24/2018,United States,-77.4014401,37.23348663,
ammo-brewing-petersburg,Ammo Brewing,micro,235 N Market St,,,Petersburg,Virginia,,23803-3207,http://www.ammobrewing.com,8047221667,7/24/2018,7/24/2018,United States,-77.407177,37.230765,
triple-crossing-brewing-company-fullton-richmond,Triple Crossing Brewing Company (Fullton),brewpub,5203 Hatcher St,,,Richmond,Virginia,,23231-3199,http://www.triplecrossingbeer.com,8044951955,7/24/2018,7/24/2018,United States,-77.40752567,37.51296194,
brewer-s-alley-restaurant-and-brewery-frederick,Brewer's Alley Restaurant and Brewery,brewpub,124 N Market St,,,Frederick,Maryland,,21701-5422,http://www.brewers-alley.com,3016310089,7/24/2018,8/24/2018,United States,-77.41045515,39.41607325,
stone-brewing-co-richmond-richmond,Stone Brewing Co- Richmond,regional,4300 Williamsburg Ave,,,Richmond,Virginia,,23231-1225,http://www.stonebrewing.com/visit/outposts/richmond,8044895902,7/24/2018,7/24/2018,United States,-77.414763,37.5241103,
beltway-brewing-company-sterling,Beltway Brewing Company,micro,22620 Davis Dr Ste 110,,,Sterling,Virginia,,20164-4470,http://www.beltwaybrewco.com,5719892739,7/24/2018,7/24/2018,United States,-77.4172876,38.9914289,
flying-dog-brewery-frederick,Flying Dog Brewery,regional,4607 Wedgewood Blvd,,,Frederick,Maryland,,21703-7120,http://www.flyingdogbrewery.com,3016947899,7/24/2018,8/24/2018,United States,-77.42679107,39.3628322,
rocket-frog-brewing-company-sterling,Rocket Frog Brewing Company,micro,22560 Glenn Dr Ste 103,,,Sterling,Virginia,,20164-7143,http://www.rocketfrogbeer.com,7032445711,7/24/2018,7/24/2018,United States,-77.4292242,38.9992947,
great-american-restaurants-sweetwater-tavern-centreville,"Great American Restaurants, Sweetwater Tavern",brewpub,14250 Sweetwater Ln,,,Centreville,Virginia,,20121-5336,http://www.greatamericanrestaurants.com,7034491100,7/24/2018,7/24/2018,United States,-77.43946496,38.82898546,
fairport-brewing-co-fairport,Fairport Brewing Co,micro,99 S Main St,,,Fairport,New York,,14450-2100,http://www.fairportbrewing.com,5857520613,7/24/2018,8/24/2018,United States,-77.4416792,43.0988098,
twisted-ales-craft-brewing-co-richmond,Twisted Ales Craft Brewing Co.,micro,212 W 6th St,,,Richmond,Virginia,,23224-2349,http://www.twistedales.com,8042309439,7/24/2018,7/24/2018,United States,-77.4420409,37.5259842,
legend-brewing-co-richmond,Legend Brewing Co,micro,321 W 7th St,,,Richmond,Virginia,,23224-2307,http://www.legendbrewing.com,8042328871,7/24/2018,7/24/2018,United States,-77.4429749,37.5266924,
ono-brewing-company-chantilly,Ono Brewing Company,micro,4520 Daly Dr Ste 102,,,Chantilly,Virginia,,20151-3735,http://www.onobrewco.com,5714096662,7/24/2018,7/24/2018,United States,-77.44370063,38.88327875,
